Image,Plot,X,Y,Date_Index,Date,Variety,Cover,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,Predicted_GLOBAL_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value
207A_20210708,207A,654.0,779.0,20210708,07/08/2021,Oat,Under,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1612903225806451,0.1118279569892471,0.1162790697674418,0.1891891891891892,0.3118279569892473,0.3870967741935484,0.3010752688172043
207A_20210708,207A,600.0,1191.0,20210708,07/08/2021,Oat,Under,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0.0334029227557411,-0.1131524008350729,0.0248447204968944,-0.0160427807486631,0.3507306889352818,0.3444676409185804,0.3048016701461378
207A_20210708,207A,52.0,586.0,20210708,07/08/2021,Oat,Under,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1122448979591837,0.0068027210884354,0.0818858560794044,0.0725806451612903,0.3401360544217687,0.3707482993197279,0.2891156462585034
207A_20210708,207A,1174.0,523.0,20210708,07/08/2021,Oat,Under,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0.0288461538461538,-0.1397435897435897,0.0214797136038186,-0.0538461538461538,0.3653846153846153,0.3429487179487179,0.2916666666666667
207A_20210708,207A,73.0,1089.0,20210708,07/08/2021,Oat,Under,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0.0106100795755967,-0.179840848806366,0.0079365079365079,-0.093167701863354,0.376657824933687,0.3368700265251989,0.2864721485411141
207A_20210708,207A,483.0,589.0,20210708,07/08/2021,Oat,Under,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0754716981132074,-0.0490566037735849,0.0555555555555555,0.0331125827814569,0.3450134770889488,0.3584905660377358,0.2964959568733153
207A_20210708,207A,295.0,961.0,20210708,07/08/2021,Oat,Under,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0.0129032258064516,-0.1763440860215053,0.0096463022508038,-0.0904522613065326,0.3763440860215054,0.3376344086021505,0.2860215053763441
207A_20210708,207A,304.0,171.0,20210708,07/08/2021,Oat,Under,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0.0438871473354231,-0.1172413793103447,0.0325581395348837,-0.037037037037037,0.3636363636363636,0.347962382445141,0.2884012539184953
207A_20210708,207A,107.0,623.0,20210708,07/08/2021,Oat,Under,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0.0153846153846154,-0.1523076923076923,0.0114942528735632,-0.0576923076923076,0.3615384615384615,0.3384615384615385,0.3
207A_20210708,207A,119.0,772.0,20210708,07/08/2021,Oat,Under,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0410958904109589,-0.239269406392694,-0.0311418685121107,-0.1325301204819277,0.3698630136986301,0.319634703196347,0.3105022831050228
