Image,Plot,Date,Variety,Cover,Vegetation_Fraction,Green_Avg_Vegetation,EXG_Avg_Vegetation,EXGR_Avg_Vegetation,GLI_Avg_Vegetation,VARI_Avg_Vegetation
308A_20210708,308A,20210708,Oat,Post,0.10967880772346746,0.41665969088179017,0.24997907264536945,0.13357654844630817,0.1722471078006866,0.06041166954021749
308B_20210708,308B,20210708,Oat,Fallow,0.12980064426526755,0.41583709223348503,0.24751127670045514,0.16415226598176844,0.168347845558951,0.10657414206779771
308C_20210708,308C,20210708,Oat,Under,0.2430082028085336,0.4185495470183357,0.25564864105500723,0.16281085099274642,0.1754524664871095,0.09092070833913897
309A_20210708,309A,20210708,Oat,Post,0.237829004475136,0.4190436649526351,0.2571309948579053,0.17410257272486007,0.17619982611008397,0.10592765294112653
309B_20210708,309B,20210708,Oat,Fallow,0.14824551039697542,0.4136216282842292,0.24086488485268695,0.13677099325195533,0.16686622380021646,0.07676617502595545
309C_20210708,309C,20210708,Oat,Under,0.23784467709579105,0.41772728125423086,0.2531818437626935,0.153270857451578,0.17503943018378443,0.08236807236277671
310A_20210708,310A,20210708,Oat,Post,0.290074288221905,0.42062958227389796,0.2618887468216933,0.19192502384731852,0.17871489005414007,0.1254065387530929
310B_20210708,310B,20210708,Oat,Fallow,0.2546511515759423,0.42071008106535907,0.2621302431960765,0.17653507538233845,0.17957828878679885,0.1014875705322832
310C_20210708,310C,20210708,Oat,Under,0.36072465375564217,0.42590159272510614,0.27770477817531836,0.21857703631845254,0.18910900068346256,0.1415954171365032
401A_20210708,401A,20210708,Oat,Under,0.10229941456733922,0.40080557039924053,0.20241671119772175,0.0952674651030088,0.14229000281035448,0.07232481710594572
401B_20210708,401B,20210708,Oat,Fallow,0.142127160410478,0.4049537704386509,0.21486131131595163,0.10967135871370148,0.15016719878128448,0.0751178548423665
401C_20210708,401C,20210708,Oat,Post,0.11187598858068748,0.40015040016554476,0.20045120049663473,0.10051040547557182,0.1402516152500223,0.08360551412030659
402A_20210708,402A,20210708,Oat,Under,0.2907445941514602,0.4168233322543089,0.2504699967629272,0.15477882074814342,0.17383288339013714,0.08916683653899767
402B_20210708,402B,20210708,Oat,Fallow,0.3692053499093399,0.41723509396238284,0.2517052818871488,0.17579263709605217,0.17393494105150759,0.11961713435965202
402C_20210708,402C,20210708,Oat,Post,0.38060537305659503,0.4059487476236981,0.21784624287109486,0.14225661157875444,0.15228883026030546,0.12404956785895334
403A_20210708,403A,20210708,Oat,Under,0.10758832124532232,0.4020077850471729,0.20602335514151834,0.10334273188994599,0.14432746554221718,0.0795556519826403
403B_20210708,403B,20210708,Oat,Fallow,0.1882046651363759,0.4014626434062734,0.20438793021882026,0.11835432262474758,0.14308391769815096,0.10570776771688307
403C_20210708,403C,20210708,Oat,Post,0.11334439257744686,0.39675204004676873,0.1902561201403055,0.08943833141885071,0.1342495035834686,0.08261602387571006
404A_20210708,404A,20210708,Soy,Under,0.5918970140040893,0.4478975816756247,0.34369274502687414,0.32829592413878855,0.2315970272814446,0.19984164650739694
404B_20210708,404B,20210708,Soy,Fallow,0.3536436431850623,0.4430539725198815,0.32916191755964364,0.2948784241429369,0.22246840285820282,0.17177570303884154
404C_20210708,404C,20210708,Soy,Post,0.27312917132826664,0.444735620370503,0.33420686111150905,0.3110848974797987,0.2267753337836274,0.19237298452859602
405A_20210708,405A,20210708,Oat,Under,0.21031029377724625,0.4224018912571478,0.2672056737714442,0.18650375968884492,0.18222123842488183,0.10730118156287655
405B_20210708,405B,20210708,Oat,Fallow,0.14504347343852475,0.41597414032886476,0.24792242098659373,0.15515749698903902,0.16967840033366624,0.09069455047421096
405C_20210708,405C,20210708,Oat,Post,0.07915999575633656,0.40551585056088646,0.21654755168265974,0.10946690659180702,0.15098064361888724,0.07219459122826936
406A_20210708,406A,20210708,Oat,Under,0.2702164750588326,0.40613321964518934,0.2183996589355688,0.15696910557725097,0.15073549962050725,0.14567707590628956
406B_20210708,406B,20210708,Oat,Fallow,0.3267126557617376,0.4138274237345694,0.241482271203709,0.1700790470905284,0.16636898348909238,0.12471426272866094
406C_20210708,406C,20210708,Oat,Post,0.22186704313105204,0.4113050117938499,0.23391503538154854,0.1481238314307462,0.1617166711537849,0.1027318951581772
407A_20210708,407A,20210708,Oat,Under,0.10051514698507003,0.4136055239804324,0.24081657194129794,0.12779061694475954,0.16590327580292588,0.0641459014341806
407B_20210708,407B,20210708,Oat,Fallow,0.13425829925542995,0.4123486535230915,0.23704596056927457,0.13154117815447725,0.16375940649747278,0.0742492293118502
407C_20210708,407C,20210708,Oat,Post,0.11748256722348675,0.41268297269417137,0.23804891808251366,0.13095856951680257,0.16445036886967607,0.07281895391251074
408A_20210708,408A,20210708,Oat,Under,0.09228581555495544,0.4204966373140083,0.26148991194202487,0.14607718767269048,0.17917074532828162,0.061358601855488824
408B_20210708,408B,20210708,Oat,Fallow,0.13300388680992245,0.41303978536678904,0.2391193561003672,0.14188595690730627,0.16435154623964895,0.08501569261882125
408C_20210708,408C,20210708,Oat,Post,0.11054200744570039,0.41584954554076836,0.24754863662230536,0.14598627979107062,0.16925393747114298,0.07914392340507466
409A_20210708,409A,20210708,Oat,Under,0.11396587226573049,0.4164027158191772,0.2492081474575321,0.14193538009734802,0.17088362032714996,0.07119106949659455
409B_20210708,409B,20210708,Oat,Fallow,0.19828396859689054,0.41828120095486154,0.25484360286458463,0.16972620265343175,0.17388976695625277,0.10217237714205384
409C_20210708,409C,20210708,Oat,Post,0.15331680876509393,0.4154303826890599,0.24629114806718003,0.14746776732183833,0.16883382071981565,0.08301031297428453
410A_20210708,410A,20210708,Oat,Under,0.30299515836580376,0.42124309523514236,0.2637292857054266,0.18981144054595014,0.18033739328276108,0.11962200889901707
410B_20210708,410B,20210708,Oat,Fallow,0.4021992303537672,0.4244578470531965,0.273373541159589,0.212286557808605,0.18631420381804906,0.1380614080428916
410C_20210708,410C,20210708,Oat,Post,0.3747950503452799,0.42093278451214866,0.2627983535364458,0.19311171549008158,0.17972877579683014,0.1256307795210015
101A_20210821,101A,20210821,Oat,Fallow,0.1967130897727711,0.4083853580152927,0.22515607404587754,0.17581829532723686,0.1538631395472872,0.16846381292796192
101B_20210821,101B,20210821,Oat,Post,0.045365003279194474,0.39968431061380955,0.19905293184142842,0.13682995414783194,0.13604292172051471,0.14434163975549116
101C_20210821,101C,20210821,Oat,Under,0.13634094942324756,0.3997397493774944,0.19921924813248362,0.14425461397999628,0.13881743321346826,0.16937399683912877
102A_20210821,102A,20210821,Oat,Fallow,0.3045274584313877,0.4065099074274489,0.21952972228234582,0.15495347905757548,0.15108965220096657,0.14270806955908127
102B_20210821,102B,20210821,Oat,Post,0.103401923151113,0.40123543895031033,0.20370631685093077,0.1485998633361719,0.1396501729258877,0.16275427984582672
102C_20210821,102C,20210821,Oat,Under,0.17517408664789166,0.39681890485995197,0.19045671457985627,0.13472600150270173,0.13370688577962653,0.1687138924971665
103A_20210821,103A,20210821,Oat,Fallow,0.14707488619266232,0.4067331973537645,0.22019959206129344,0.14084887529921797,0.15195827143824453,0.11928327027224435
103B_20210821,103B,20210821,Oat,Post,0.09372287431040469,0.4125062895016623,0.23751886850498694,0.17975237362580662,0.15945775789603114,0.14931870020217128
103C_20210821,103C,20210821,Oat,Under,0.14908279001581728,0.4038970798890236,0.21169123966707137,0.15475828749313614,0.14608852438891023,0.15915040506938524
104A_20210821,104A,20210821,Oat,Fallow,0.1804099475328884,0.40017421914938583,0.20052265744815753,0.14407690260491374,0.13810724925070741,0.15889411606362852
104B_20210821,104B,20210821,Oat,Post,0.12589997010146214,0.3989754834750391,0.19692645042511717,0.15536161081409533,0.1349653133917068,0.19535785840705755
104C_20210821,104C,20210821,Oat,Under,0.16310134639867288,0.4028769136263688,0.20863074087910655,0.1680682481583351,0.14482654752023208,0.19325604682602537
105A_20210821,105A,20210821,Oat,Fallow,0.07285779387369315,0.4066507097110008,0.2199521291330025,0.14647009127779592,0.14996947556662568,0.13104028045816704
105B_20210821,105B,20210821,Oat,Post,0.1108741464449674,0.4053872425492826,0.21616172764784725,0.13745822691751436,0.14870018388308384,0.12391054115840885
105C_20210821,105C,20210821,Oat,Under,0.0912749315227036,0.408849640689543,0.2265489220686295,0.17412284514478926,0.15481363433525497,0.165780542352636
106A_20210821,106A,20210821,Soy,Fallow,0.11981055418386637,0.40888213299868037,0.22664639899604117,0.16623163709780941,0.15791206900331023,0.1461857660769432
106B_20210821,106B,20210821,Soy,Post,0.06126849369237298,0.39478712776973635,0.1843613833092099,0.11831324080524418,0.13112716961326676,0.14912859941476758
106C_20210821,106C,20210821,Soy,Under,0.20833976312642258,0.40901177866769756,0.22703533600309292,0.18190472680373468,0.15744574098692357,0.17765270190192914
107A_20210821,107A,20210821,Oat,Fallow,0.196400842945874,0.3876090362128848,0.16282710863865435,0.13413612005150238,0.11322943062137689,0.2452017018166336
107B_20210821,107B,20210821,Oat,Post,0.08669310115350488,0.3859062357336578,0.15771870720097317,0.11638546059137624,0.10967886106044546,0.210067257423791
107C_20210821,107C,20210821,Oat,Under,0.07149005632498746,0.3901488932713231,0.17044667981396994,0.11894799794879156,0.11965540266840341,0.18690027915101481
108A_20210821,108A,20210821,Oat,Fallow,0.23945473747154816,0.38832783241132895,0.16498349723398678,0.12918007097393588,0.11590209982056232,0.22234206104274082
108B_20210821,108B,20210821,Oat,Post,0.1331696549130049,0.3843171502940307,0.1529514508820922,0.12815734995687736,0.10694588530896376,0.2640028706588825
108C_20210821,108C,20210821,Oat,Under,0.11597980401990664,0.3922355875836983,0.17670676275109384,0.14294580853482083,0.12382327870052727,0.22686858865520124
109A_20210821,109A,20210821,Oat,Fallow,0.08434039967593843,0.38361989065029517,0.15085967195088634,0.06933630864149395,0.10867309169894036,0.12313483625909705
109B_20210821,109B,20210821,Oat,Post,0.10849130531229505,0.4008290223662569,0.20248706709877126,0.13220337325425802,0.1404577421188502,0.1402514275965955
109C_20210821,109C,20210821,Oat,Under,0.1263339811349871,0.38874376708118974,0.16623130124357022,0.12396665190140209,0.11725849833287298,0.21447758672261477
110A_20210821,110A,20210821,Oat,Fallow,0.12801999344161105,0.37520602810377546,0.12561808431132648,0.1033718875074558,0.08904986530173732,0.2892319533032686
110B_20210821,110B,20210821,Oat,Post,0.05836182535396011,0.38156801241983607,0.144704037259508,0.12195966565645541,0.10102771916584057,0.2778118166398444
110C_20210821,110C,20210821,Oat,Under,0.09192112572817407,0.37871337504437685,0.13614012513313095,0.11905142832924046,0.09668322176636254,0.2964361906377059
201A_20210821,201A,20210821,Oat,Under,0.15401785714285715,0.382758177443305,0.14827453232991478,0.1363177178342944,0.10506207428926169,0.31435215530708316
201B_20210821,201B,20210821,Oat,Fallow,0.05649135835808804,0.3784047701943971,0.13521431058319094,0.11266407803477103,0.0950678427817177,0.2708023196679272
201C_20210821,201C,20210821,Oat,Post,0.02591528104625593,0.3781433821442192,0.13443014643265747,0.11954095274115295,0.09453231854478371,0.30090451562345794
202A_20210821,202A,20210821,Oat,Under,0.1936804376760156,0.41421446045245075,0.2426433813573524,0.1751800704914188,0.16823325703628197,0.15196636458132193
202B_20210821,202B,20210821,Oat,Fallow,0.19019026561475252,0.4258203627733455,0.27746108832003574,0.1763476117057639,0.18992750984417547,0.09228345202716524
202C_20210821,202C,20210821,Oat,Post,0.0941556797577254,0.42635072262997425,0.27905216788992315,0.17728752988138252,0.18947634148897782,0.08470076860413085
203A_20210821,203A,20210821,Soy,Under,0.17018115138304848,0.40636699034481555,0.2191009710344473,0.1852513039646623,0.1485098907241604,0.2005620049630691
203B_20210821,203B,20210821,Soy,Fallow,0.018818597855021026,0.4058357503738672,0.21750725112160227,0.14269479955965986,0.1493189763602223,0.12504747909381556
203C_20210821,203C,20210821,Soy,Post,0.070629267775163,0.40695388577782576,0.2208616573334771,0.14638981209700766,0.15293341724143675,0.1251153882115911
204A_20210821,204A,20210821,Oat,Under,0.2500982552756452,0.40567678593449313,0.21703035780347965,0.17261655115788724,0.15001989216393913,0.19254864870686042
204B_20210821,204B,20210821,Oat,Fallow,0.14627859650476446,0.4117941705513129,0.235382511653939,0.14814299043274076,0.16287800485064677,0.10751149647282503
204C_20210821,204C,20210821,Oat,Post,0.08693662956676054,0.4066920278054756,0.22007608341642665,0.14385428279905998,0.15200509150614128,0.1239915349424094
205A_20210821,205A,20210821,Oat,Under,0.2909073482890321,0.4095101511370336,0.22853045341109998,0.17343020163260042,0.15740410018828183,0.1650260139926267
205B_20210821,205B,20210821,Oat,Fallow,0.14284689537440684,0.4022945072857267,0.20688352185718092,0.13496131060955244,0.14493326662981112,0.1372394392127338
205C_20210821,205C,20210821,Oat,Post,0.058340124802283864,0.4090332146681957,0.2270996440045872,0.1504382957387209,0.15516692148366326,0.12190535374136374
206A_20210821,206A,20210821,Oat,Under,0.1420035878245438,0.3843135920522147,0.1529407761566446,0.1148732089131101,0.10835285175096132,0.22692851009997903
206B_20210821,206B,20210821,Oat,Fallow,0.06626685409513522,0.3952796045090355,0.1858388135271066,0.13252731644830837,0.12867644830890737,0.18093469663811265
206C_20210821,206C,20210821,Oat,Post,0.0662361116469272,0.40830104908563636,0.2249031472569085,0.16005347980843967,0.15470183174351101,0.15150744034952576
207A_20210821,207A,20210821,Oat,Under,0.12660463523783805,0.39104057817988874,0.17312173453966673,0.13427133261466603,0.12166213680337994,0.21861055683899577
207B_20210821,207B,20210821,Oat,Fallow,0.12991879171328266,0.4112322579183087,0.2336967737549276,0.16972357221856166,0.16081390963207237,0.14431480293936078
207C_20210821,207C,20210821,Oat,Post,0.10463523783804637,0.4224754750676891,0.2674264252030682,0.17416093858484574,0.1819205810119446,0.09403604445514559
208A_20210821,208A,20210821,Oat,Under,0.1199293044249836,0.38088911526722896,0.14266734580168713,0.1236298636025248,0.10088657697938674,0.28866553347793034
208B_20210821,208B,20210821,Oat,Fallow,0.03397402202847112,0.39344536798202917,0.1803361039460879,0.1348192453989715,0.12423730248836246,0.19880018262913324
208C_20210821,208C,20210821,Oat,Post,0.04567725010609158,0.4003019856749051,0.20090595702471553,0.14751864089400307,0.13711009200404484,0.16567759297501658
209A_20210821,209A,20210821,Oat,Under,0.18641256124377917,0.40874058836242005,0.22622176508725883,0.1717490807801392,0.15623409117999548,0.17359675867859528
209B_20210821,209B,20210821,Oat,Fallow,0.15156026966552216,0.4104761754035918,0.2314285262107751,0.13175226020680927,0.16151904107625387,0.09532512531668293
209C_20210821,209C,20210821,Oat,Post,0.14766381505343157,0.42087960671523234,0.26263882014569717,0.16403939736684015,0.18017146347697935,0.0912535300579691
210A_20210821,210A,20210821,Oat,Under,0.12675653909957177,0.39223459150829254,0.17670377452487745,0.14808793575191523,0.12361208534335617,0.24803121622602364
210B_20210821,210B,20210821,Oat,Fallow,0.14862346167200338,0.4002383326255909,0.20071499787677297,0.14028576798873307,0.13974864210519305,0.1622567531408448
210C_20210821,210C,20210821,Oat,Post,0.06874614212414644,0.41423851157746455,0.2427155347323936,0.1554611744136036,0.16512332650401995,0.10720475919179262
301A_20210821,301A,20210821,Oat,Post,0.1610422051618379,0.41425203421970636,0.24275610265911918,0.1735026959718447,0.1654864477840516,0.13128271780953849
301B_20210821,301B,20210821,Oat,Fallow,0.250889119825624,0.41345484124393667,0.24036452373181,0.17754621059531786,0.16516808556769294,0.14009888383463986
