Image,Plot,Date_Index,Date,Variety,Cover,Mean_Green,EXG_Mean_Image,EXGR_Mean_Image,GLI_Mean_Image,VARI_Mean_Image
108B_20210708,108B,20210708,07/08/2021,Oat,Post,105.38898419717604,0.0202513107995759,-0.2555526020994494,0.0103104153166313,
108C_20210708,108C,20210708,07/08/2021,Oat,Under,111.75110311137688,0.0230590210598252,-0.2197486238819284,0.0126594644221132,
109A_20210708,109A,20210708,07/08/2021,Oat,Fallow,113.18895755372093,0.0471935272871866,-0.183227173568077,0.0291609921105108,
109B_20210708,109B,20210708,07/08/2021,Oat,Post,113.0500034962,0.0475064027174731,-0.1771813253929822,0.0303590677794963,
109C_20210708,109C,20210708,07/08/2021,Oat,Under,112.4793669949076,0.0488430840119301,-0.1695429150310555,0.0299736281061532,
110A_20210708,110A,20210708,07/08/2021,Oat,Fallow,103.81640911326724,0.0012203068617164,-0.2798135673245489,-0.0037298415974213,
110B_20210708,110B,20210708,07/08/2021,Oat,Post,109.60367619401258,0.0176239318835145,-0.2280828770194851,0.0094766140584154,
110C_20210708,110C,20210708,07/08/2021,Oat,Under,109.1825227373558,0.0073841352714287,-0.2534030377514496,0.0001683397498614,
201A_20210708,201A,20210708,07/08/2021,Oat,Under,120.93643968693335,0.0429206746470087,-0.1527331673577992,0.0303662353029821,
201B_20210708,201B,20210708,07/08/2021,Oat,Fallow,124.37248695555726,0.0373188120330967,-0.160510874159176,0.0252613060761812,
201C_20210708,201C,20210708,07/08/2021,Oat,Post,123.83044273947765,0.0453567531966807,-0.1438777070963195,0.0316835299846416,
202A_20210708,202A,20210708,07/08/2021,Oat,Under,123.42173032965547,0.0949298960309952,-0.0865515682114058,0.0670341605879802,-0.0409316754294508
202B_20210708,202B,20210708,07/08/2021,Oat,Fallow,124.89696517784807,0.0608517056695415,-0.1318587979374182,0.0423314135846407,
202C_20210708,202C,20210708,07/08/2021,Oat,Post,124.98417848944872,0.0940713470705084,-0.0789142102261951,0.0651578862236261,
203A_20210708,203A,20210708,07/08/2021,Soy,Under,117.65888179468384,0.2114269543526239,0.109500139515315,0.1418584954141148,
203B_20210708,203B,20210708,07/08/2021,Soy,Fallow,114.14878862698198,0.1720664890993081,0.0650598675541806,0.1160175764029444,
203C_20210708,203C,20210708,07/08/2021,Soy,Post,119.8078325730103,0.1861048238310951,0.0857141720760268,0.1251868696964196,
204A_20210708,204A,20210708,07/08/2021,Oat,Under,121.82311156976968,0.0537936646748626,-0.1486872461238281,0.0374627592065668,
204B_20210708,204B,20210708,07/08/2021,Oat,Fallow,122.9341436480074,0.0491967632422273,-0.1246370522800194,0.0342350825821148,
204C_20210708,204C,20210708,07/08/2021,Oat,Post,122.26968903109449,0.0604437592472416,-0.1091871346875748,0.0411125469635646,
205A_20210708,205A,20210708,07/08/2021,Oat,Under,111.50508516260946,0.043085509034262,-0.1957566244743279,0.0274834930598072,
205B_20210708,205B,20210708,07/08/2021,Oat,Fallow,112.86235460630375,0.0469657212158131,-0.1832963732892933,0.0302559407927184,
205C_20210708,205C,20210708,07/08/2021,Oat,Post,113.29927049978782,0.0485300980907758,-0.1887259309388152,0.0303196828004504,
206A_20210708,206A,20210708,07/08/2021,Oat,Under,111.94862514949268,0.0283482507939862,-0.18047479665856,0.0182925848167017,
206B_20210708,206B,20210708,07/08/2021,Oat,Fallow,111.2816189093785,0.0709812389756426,-0.1233561661813121,0.0472032638877191,
206C_20210708,206C,20210708,07/08/2021,Oat,Post,117.57626297210756,0.043946866365817,-0.1575725106051127,0.0281177015243826,
207A_20210708,207A,20210708,07/08/2021,Oat,Under,120.30232183847072,0.0427906872743216,-0.1660807423453977,0.0290455857979586,
207B_20210708,207B,20210708,07/08/2021,Oat,Fallow,117.58825855483973,0.0717050680056757,-0.1088144326214238,0.0492774022959533,
207C_20210708,207C,20210708,07/08/2021,Oat,Post,111.96008002681224,0.1060457563280212,-0.0696084938179558,0.0719071898794617,
208A_20210708,208A,20210708,07/08/2021,Oat,Under,107.59655841306277,0.0675022437039461,-0.156147303370965,0.0434260883747809,
208B_20210708,208B,20210708,07/08/2021,Oat,Fallow,112.62362502893409,0.0615294300542915,-0.1380345606161108,0.0400544827476493,
208C_20210708,208C,20210708,07/08/2021,Oat,Post,111.63875995814205,0.0743035536179592,-0.1044312440550195,0.0483205672497551,
209A_20210708,209A,20210708,07/08/2021,Oat,Under,107.0559289523938,0.0476879129395102,-0.1951093412595567,0.0297546836248816,
209B_20210708,209B,20210708,07/08/2021,Oat,Fallow,107.5268912030786,0.0563443418391554,-0.1598275555039792,0.0355855262321894,
209C_20210708,209C,20210708,07/08/2021,Oat,Post,106.91602971528876,0.0427209991298624,-0.1989965880621082,0.0260483822082207,
210A_20210708,210A,20210708,07/08/2021,Oat,Under,123.72519626943404,0.0585565644304477,-0.1003557375040514,0.0399054931497422,
210B_20210708,210B,20210708,07/08/2021,Oat,Fallow,121.99836582790016,0.1120264189477342,-0.037730145230883,0.0761820941608033,
210C_20210708,210C,20210708,07/08/2021,Oat,Post,126.38339208556768,0.0808827996396662,-0.0338378408291913,0.055602866758639,
301A_20210708,301A,20210708,07/08/2021,Oat,Post,114.00035866189576,0.0276122354910525,-0.2183576851502414,0.0167436334881941,
301B_20210708,301B,20210708,07/08/2021,Oat,Fallow,119.2534437569924,0.0249597198233299,-0.2246894789856,0.0145105038595324,
301C_20210708,301C,20210708,07/08/2021,Oat,Under,115.63025876702288,0.0507735661129633,-0.1833733862205297,0.0341331495483586,
302A_20210708,302A,20210708,07/08/2021,Oat,Post,113.70128467265924,0.0484368675056127,-0.185602092100671,0.0313847388621047,
302B_20210708,302B,20210708,07/08/2021,Oat,Fallow,111.67825978453764,0.0541532350465843,-0.1740523427237645,0.0353960470760473,
302C_20210708,302C,20210708,07/08/2021,Oat,Under,117.09905879885036,0.0599460282130013,-0.1601175766198589,0.0403587663851763,
303A_20210708,303A,20210708,07/08/2021,Soy,Post,119.57700501041626,0.1098624022546468,-0.0400677207448328,0.0713060680688204,
303B_20210708,303B,20210708,07/08/2021,Soy,Fallow,114.29510218548668,0.2019953303385059,0.0879139610877821,0.1330319802848651,
303C_20210708,303C,20210708,07/08/2021,Soy,Under,122.72862977894373,0.1856022208689819,0.0940859818707014,0.1240965847813952,
304A_20210708,304A,20210708,07/08/2021,Oat,Post,123.82347746518268,0.0475681722284854,-0.1559672679387606,0.0329572797688591,
304B_20210708,304B,20210708,07/08/2021,Oat,Fallow,122.49193764225916,0.0445444595791663,-0.1665973043250554,0.0305827517174717,
304C_20210708,304C,20210708,07/08/2021,Oat,Under,119.6007791703638,0.0748065161223168,-0.1500983767193588,0.0525279822501159,
305A_20210708,305A,20210708,07/08/2021,Oat,Post,118.14158766058408,0.0691245239846625,-0.1451491893932661,0.0475236552303753,
305B_20210708,305B,20210708,07/08/2021,Oat,Fallow,116.73956866536786,0.0626714212427126,-0.1452815977345976,0.0428393942110133,
305C_20210708,305C,20210708,07/08/2021,Oat,Under,115.93312372207862,0.0772500625438369,-0.1182318045840708,0.0526153822512314,
306A_20210708,306A,20210708,07/08/2021,Oat,Post,124.65237042359476,0.0424187117937588,-0.1458780035486886,0.0292514521944738,
306B_20210708,306B,20210708,07/08/2021,Oat,Fallow,122.12145557655954,0.0573958394236978,-0.1198913858707674,0.0392057178757312,
306C_20210708,306C,20210708,07/08/2021,Oat,Under,112.4769745090853,0.0884989934218443,-0.1047483107628641,0.0617330271310014,inf
307A_20210708,307A,20210708,07/08/2021,Oat,Post,108.86348363778404,0.0656769240819712,-0.1238682713541397,0.0442873013922397,
307B_20210708,307B,20210708,07/08/2021,Oat,Fallow,118.87981872805832,0.0447384586121274,-0.1581565490987089,0.0291665164443474,
307C_20210708,307C,20210708,07/08/2021,Oat,Under,116.0377686046063,0.064772156613465,-0.1288809869279736,0.0434486358420313,
308A_20210708,308A,20210708,07/08/2021,Oat,Post,106.92973723043092,0.0444202770586096,-0.1968245396524287,0.028219221031653,
308B_20210708,308B,20210708,07/08/2021,Oat,Fallow,111.29495450117663,0.0377095196978551,-0.1777134592456824,0.0228440920070712,
308C_20210708,308C,20210708,07/08/2021,Oat,Under,106.47097671771922,0.0765897436182546,-0.129538907902745,0.0500476637331702,
309A_20210708,309A,20210708,07/08/2021,Oat,Post,109.15651764013734,0.0723166745099018,-0.1329549479978778,0.0474653488430995,
309B_20210708,309B,20210708,07/08/2021,Oat,Fallow,111.50546190829829,0.0400099291721782,-0.203550652169131,0.0243110322527781,
309C_20210708,309C,20210708,07/08/2021,Oat,Under,111.15442413969367,0.0676376947776368,-0.1627770789415731,0.0434787954479836,
310A_20210708,310A,20210708,07/08/2021,Oat,Post,114.22601486246673,0.0885877426734597,-0.0954982945941799,0.0585947517048931,
310B_20210708,310B,20210708,07/08/2021,Oat,Fallow,112.34748611164692,0.0815529984079661,-0.1185797572923392,0.0542653846319979,
310C_20210708,310C,20210708,07/08/2021,Oat,Under,108.63994746055322,0.1142144141194792,-0.0535896302483592,0.0763729393117674,
401A_20210708,401A,20210708,07/08/2021,Oat,Under,120.09845058061032,0.0475073691396877,-0.1494650883669908,0.033196104826034,
401B_20210708,401B,20210708,07/08/2021,Oat,Fallow,118.66945177172948,0.0564078379520859,-0.141502456650391,0.0389792011980179,
401C_20210708,401C,20210708,07/08/2021,Oat,Post,119.30524839898152,0.0456202783655541,-0.148333198601926,0.0316908560072605,
402A_20210708,402A,20210708,07/08/2021,Oat,Under,125.43680678793255,0.1014733895845569,-0.0907777079013354,0.0699993082062766,
402B_20210708,402B,20210708,07/08/2021,Oat,Fallow,122.28852812391496,0.1218507773652238,-0.0400770676535674,0.0844238383729022,
402C_20210708,402C,20210708,07/08/2021,Oat,Post,130.42467678233865,0.1134730235450469,-0.0368236367435185,0.0797753986397061,inf
403A_20210708,403A,20210708,07/08/2021,Oat,Under,118.63654831025038,0.041637923399225,-0.1596120236677865,0.0282091818828268,
403B_20210708,403B,20210708,07/08/2021,Oat,Fallow,117.42974868349988,0.0514193885980095,-0.1275558368011588,0.0349702498345296,
403C_20210708,403C,20210708,07/08/2021,Oat,Post,113.6069270572123,0.0358175872708295,-0.1563049068628349,0.0243240428546191,
404A_20210708,404A,20210708,07/08/2021,Soy,Under,120.59671935882103,0.2187571214910676,0.1383508858829302,0.1479580916587004,
404B_20210708,404B,20210708,07/08/2021,Soy,Fallow,113.9870224673045,0.1230473000901125,-0.0261490681100824,0.081505250178379,
404C_20210708,404C,20210708,07/08/2021,Soy,Post,118.21278897901315,0.0922709913848965,-0.058697222295706,0.0606337991721649,
405A_20210708,405A,20210708,07/08/2021,Oat,Under,113.02801842617954,0.0696837240673749,-0.1223449356579632,0.0456110083034839,
405B_20210708,405B,20210708,07/08/2021,Oat,Fallow,106.93543905038386,0.0426861694776648,-0.1713341260158739,0.0260807456382973,
405C_20210708,405C,20210708,07/08/2021,Oat,Post,128.89676083098647,0.0094769642262492,-0.2262077786446115,0.002310092315062,
406A_20210708,406A,20210708,07/08/2021,Oat,Under,122.38402923787665,0.0699299029230576,-0.093052490554372,0.0466614699374782,
406B_20210708,406B,20210708,07/08/2021,Oat,Fallow,120.81766593688516,0.0949018207492626,-0.0726180489498262,0.0640416180852908,
406C_20210708,406C,20210708,07/08/2021,Oat,Post,118.85572569055978,0.0604177439944469,-0.1386206659906644,0.0389490202081434,
407A_20210708,407A,20210708,07/08/2021,Oat,Under,111.68930295416844,0.0457548569759552,-0.1831249280810813,0.0300557643986459,
407B_20210708,407B,20210708,07/08/2021,Oat,Fallow,111.48001680587168,0.0421297895822646,-0.1870044929508665,0.0258790082466825,
407C_20210708,407C,20210708,07/08/2021,Oat,Post,113.4849699567918,0.039870976536033,-0.1887303522040826,0.0247431009196403,
408A_20210708,408A,20210708,07/08/2021,Oat,Under,105.3151999103044,0.0352055854656514,-0.1992782211117295,0.0215470299736692,
408B_20210708,408B,20210708,07/08/2021,Oat,Fallow,107.64805985012153,0.036575541992775,-0.1803760809753928,0.0218937601507753,
408C_20210708,408C,20210708,07/08/2021,Oat,Post,107.22631927298328,0.039450385452264,-0.1850782396168278,0.0247555989903456,
409A_20210708,409A,20210708,07/08/2021,Oat,Under,108.72795887022106,0.0363041592030028,-0.2073197791386346,0.0212274348330686,
409B_20210708,409B,20210708,07/08/2021,Oat,Fallow,106.11149020099532,0.064340978229361,-0.1357510047007036,0.0419992253141341,
409C_20210708,409C,20210708,07/08/2021,Oat,Post,107.90786910227229,0.0467979864554738,-0.1835155599857934,0.0285812119591649,
410A_20210708,410A,20210708,07/08/2021,Oat,Under,114.3972527101578,0.0937113428470333,-0.0929850460371627,0.0623045025083489,
410B_20210708,410B,20210708,07/08/2021,Oat,Fallow,110.61940487442614,0.1230505893251493,-0.0391170206143966,0.0824805064479828,
410C_20210708,410C,20210708,07/08/2021,Oat,Post,110.85053865591604,0.1105582555538537,-0.0646835299674208,0.0734706988037543,
101A_20210821,101A,20210821,08/21/2021,Oat,Fallow,132.4891015007137,0.046686397821273,-0.1095804528099285,0.0298951641520768,
101B_20210821,101B,20210821,08/21/2021,Oat,Post,130.60637188476525,-0.0006857281189553,-0.1802767598866781,-0.0037750974871948,
101C_20210821,101C,20210821,08/21/2021,Oat,Under,134.82395909687125,0.0328477714412544,-0.1422203327279673,0.0210850539082976,
102A_20210821,102A,20210821,08/21/2021,Oat,Fallow,131.11315752671578,0.0948399586742404,-0.0553164496277334,0.0653140407281322,
102B_20210821,102B,20210821,08/21/2021,Oat,Post,137.16599535608194,0.0279234357634891,-0.1429332260296815,0.0174509243717656,
102C_20210821,102C,20210821,08/21/2021,Oat,Under,135.7793735050731,0.0417068937886602,-0.1156549949325933,0.0281588999222196,
103A_20210821,103A,20210821,08/21/2021,Oat,Fallow,137.52605573183905,0.0567204114699613,-0.1193142736950615,0.0388265336562635,
103B_20210821,103B,20210821,08/21/2021,Oat,Post,134.5765836580379,0.0306742490382996,-0.1416823852168172,0.0190373758651945,
103C_20210821,103C,20210821,08/21/2021,Oat,Under,133.5315893725165,0.039706356471416,-0.1357234519740126,0.0255045271819882,
104A_20210821,104A,20210821,08/21/2021,Oat,Fallow,131.83224267968058,0.0453409883814478,-0.1048895735928123,0.0305446575780755,
104B_20210821,104B,20210821,08/21/2021,Oat,Post,128.7807629431735,0.0249382965911917,-0.1387729091525326,0.0153193443661123,
104C_20210821,104C,20210821,08/21/2021,Oat,Under,143.95815410285098,0.0357626644436195,-0.1131079471017058,0.0237698131778609,
105A_20210821,105A,20210821,08/21/2021,Oat,Fallow,138.34319964989777,0.0338446950436335,-0.1415827116902145,0.0224869392113688,
105B_20210821,105B,20210821,08/21/2021,Oat,Post,138.62495418772423,0.045658234158615,-0.1306422687673444,0.0307988151799957,
105C_20210821,105C,20210821,08/21/2021,Oat,Under,135.33457428339955,0.0259402310914684,-0.1379677935592032,0.0164719593067382,
106A_20210821,106A,20210821,08/21/2021,Soy,Fallow,121.82603692469426,0.002737572944825,-0.1711280400796619,-0.0021137506445793,
106B_20210821,106B,20210821,08/21/2021,Soy,Post,129.85358878901278,-0.0041291105260359,-0.1754914567623388,-0.0042766570932029,
106C_20210821,106C,20210821,08/21/2021,Soy,Under,134.46758419814051,0.0280922998851558,-0.1242750372634641,0.0165486563567741,
107A_20210821,107A,20210821,08/21/2021,Oat,Fallow,124.44664015180742,0.0217190407565472,-0.1146271666680986,0.0130452361524629,
107B_20210821,107B,20210821,08/21/2021,Oat,Post,130.4339694408009,-0.0045450018664352,-0.1597713022787472,-0.0058113181103814,
107C_20210821,107C,20210821,08/21/2021,Oat,Under,138.72081094961615,-0.001730486879851,-0.1644497696075291,-0.0031519695125466,
108A_20210821,108A,20210821,08/21/2021,Oat,Fallow,128.10898800682844,0.0321886590577701,-0.1061122057284545,0.0206853370965035,
108B_20210821,108B,20210821,08/21/2021,Oat,Post,128.92651891805872,0.0052271072388989,-0.1553803820900167,0.0010141276613869,
108C_20210821,108C,20210821,08/21/2021,Oat,Under,131.77057031460978,0.0060721749951588,-0.1519214216049412,0.0015574479652021,
109A_20210821,109A,20210821,08/21/2021,Oat,Fallow,140.88409313394544,0.0280430399251873,-0.1469979891783397,0.020253492751542,inf
109B_20210821,109B,20210821,08/21/2021,Oat,Post,130.21284925832336,0.0180933883802425,-0.1811001713172166,0.0101912303180398,
109C_20210821,109C,20210821,08/21/2021,Oat,Under,131.96426461652715,0.0016453085172142,-0.1914634934370486,-0.0016765317443056,
110A_20210821,110A,20210821,08/21/2021,Oat,Fallow,124.33581302322442,-0.0241988174145336,-0.1885850240958727,-0.0208858932137951,
110B_20210821,110B,20210821,08/21/2021,Oat,Post,126.1664372034258,-0.0462600034574876,-0.2436685489075703,-0.0383443310189357,
110C_20210821,110C,20210821,08/21/2021,Oat,Under,127.6144414760233,-0.0465759082989556,-0.2395037803607939,-0.0392772127501232,
201A_20210821,201A,20210821,08/21/2021,Oat,Under,125.77062094923036,-0.0349781886287133,-0.2258443089574391,-0.0309101941895335,
201B_20210821,201B,20210821,08/21/2021,Oat,Fallow,123.22591299043246,-0.0619308193611262,-0.2760159349203657,-0.0514561840378092,
201C_20210821,201C,20210821,08/21/2021,Oat,Post,124.89980312777284,-0.0531150523526105,-0.2494755477308916,-0.0428514972575995,
202A_20210821,202A,20210821,08/21/2021,Oat,Under,124.25390127695692,0.0864841944452343,-0.1305351180103426,0.0593035309508157,
202B_20210821,202B,20210821,08/21/2021,Oat,Fallow,127.33041259982254,0.099226361366017,-0.1207770899364316,0.0677079003902287,
202C_20210821,202C,20210821,08/21/2021,Oat,Post,128.9934807926006,0.0599424783704447,-0.1518103997628049,0.0407299622552016,
203A_20210821,203A,20210821,08/21/2021,Soy,Under,120.74809155703868,-0.0116939710112183,-0.2118491180118459,-0.0152911781060003,
203B_20210821,203B,20210821,08/21/2021,Soy,Fallow,121.07457093186991,-0.0486827092166056,-0.2829810167204542,-0.0397783678517807,
203C_20210821,203C,20210821,08/21/2021,Soy,Post,125.43490316731608,-0.0120748989436308,-0.21979708888038,-0.0125687478464188,
204A_20210821,204A,20210821,08/21/2021,Oat,Under,128.39676083098647,0.0631936520401415,-0.1032254472793561,0.0424483510753756,
204B_20210821,204B,20210821,08/21/2021,Oat,Fallow,129.29719448034413,0.0633655474109324,-0.1468033115713027,0.0431463381559709,
204C_20210821,204C,20210821,08/21/2021,Oat,Post,135.26256944176535,0.0375080174695744,-0.1567659859679293,0.0255893305603542,
205A_20210821,205A,20210821,08/21/2021,Oat,Under,132.5636621851009,0.0879055233361831,-0.0749000209695186,0.0602512241283175,
205B_20210821,205B,20210821,08/21/2021,Oat,Fallow,136.15293403514525,0.0531174192584536,-0.1300181314058023,0.037135455661347,
205C_20210821,205C,20210821,08/21/2021,Oat,Post,130.7163309912812,0.0274453038903367,-0.1721543333823644,0.0181439920458509,
206A_20210821,206A,20210821,08/21/2021,Oat,Under,131.00858980170517,-0.0290542202737571,-0.2378680937223111,-0.0260313565291858,
206B_20210821,206B,20210821,08/21/2021,Oat,Fallow,129.24044633212452,-0.0158158826140446,-0.2190404766505371,-0.0150443534399025,
206C_20210821,206C,20210821,08/21/2021,Oat,Post,128.4365005690367,0.009285128310834,-0.1953437462410553,0.0040945591924506,
207A_20210821,207A,20210821,08/21/2021,Oat,Under,135.82521230373055,-0.0021680057260487,-0.1969211728089329,-0.0047490652008751,
207B_20210821,207B,20210821,08/21/2021,Oat,Fallow,131.98823347864666,0.0409056277314179,-0.1529869984226702,0.0269820679805338,
207C_20210821,207C,20210821,08/21/2021,Oat,Post,127.72724516318814,0.0595876114312002,-0.1389575772559532,0.0409209365584765,
208A_20210821,208A,20210821,08/21/2021,Oat,Under,128.21869695420702,-0.0380489761471582,-0.2283917740443339,-0.0324304368730207,
208B_20210821,208B,20210821,08/21/2021,Oat,Fallow,127.07507245573088,-0.0367266922565239,-0.2586807065993164,-0.0310610997762694,
208C_20210821,208C,20210821,08/21/2021,Oat,Post,122.22931997704563,-0.0431345758773527,-0.2658902963648514,-0.0365344809407471,
209A_20210821,209A,20210821,08/21/2021,Oat,Under,127.38065359650476,0.05445665045099,-0.148152402307152,0.0357980255004319,
209B_20210821,209B,20210821,08/21/2021,Oat,Fallow,131.20279346379382,0.0910595211392778,-0.1138138717272271,0.0649173467998094,inf
209C_20210821,209C,20210821,08/21/2021,Oat,Post,127.6897218953744,0.0798990341569867,-0.1367117367707822,0.0549663856114226,inf
210A_20210821,210A,20210821,08/21/2021,Oat,Under,123.81488404671887,-0.01991758183204,-0.2443263985696017,-0.0205735942827089,
210B_20210821,210B,20210821,08/21/2021,Oat,Fallow,133.32373666621658,0.0430136516102198,-0.1565761258465736,0.0284282771748236,
210C_20210821,210C,20210821,08/21/2021,Oat,Post,128.43470967073029,0.0342803092111317,-0.1824120749601157,0.0218318861173795,
301A_20210821,301A,20210821,08/21/2021,Oat,Post,135.74472857432198,0.0609333375262972,-0.10282334670464,0.0411324103916887,
301B_20210821,301B,20210821,08/21/2021,Oat,Fallow,130.90692090872267,0.073606973541947,-0.0794886433269429,0.0498006607273232,
301C_20210821,301C,20210821,08/21/2021,Oat,Under,130.46669568110798,0.0619111784061195,-0.0810058165268639,0.0415624723875909,
302A_20210821,302A,20210821,08/21/2021,Oat,Post,131.73182699355735,0.0658120562001263,-0.1016565871255949,0.0438194016625364,
302B_20210821,302B,20210821,08/21/2021,Oat,Fallow,127.7816490490336,0.1116875745160714,-0.0338635748574443,0.0755389460928882,
302C_20210821,302C,20210821,08/21/2021,Oat,Under,136.9117149222638,0.0650819173539348,-0.0882542292118441,0.0436520634897786,
303A_20210821,303A,20210821,08/21/2021,Soy,Post,121.64092217699934,-0.0076824763496398,-0.2159403166655257,-0.0087500747770362,
303B_20210821,303B,20210821,08/21/2021,Soy,Fallow,133.64701882643416,0.0101180037751359,-0.1697044191709776,0.0041028855298009,
303C_20210821,303C,20210821,08/21/2021,Soy,Under,121.70686955075035,0.0487741852477318,-0.0983824816358408,0.0297639879223228,
304A_20210821,304A,20210821,08/21/2021,Oat,Post,132.5209765971606,0.0209364456071867,-0.1564062445231976,0.0128553909427079,
304B_20210821,304B,20210821,08/21/2021,Oat,Fallow,138.72292675340458,0.0444280201456882,-0.1053145675437328,0.0318574583431159,
304C_20210821,304C,20210821,08/21/2021,Oat,Under,123.64920334863623,0.0247427845389527,-0.1301079837775134,0.0145185690099668,
305A_20210821,305A,20210821,08/21/2021,Oat,Post,133.60313428301376,0.0153238730896078,-0.1593082679424956,0.0085068257047497,
305B_20210821,305B,20210821,08/21/2021,Oat,Fallow,123.1869020292427,0.0582101858186032,-0.0885025061742813,0.0387448011249301,
305C_20210821,305C,20210821,08/21/2021,Oat,Under,135.33069591258052,0.0593475310422719,-0.0895242859845079,0.0408199336942459,
306A_20210821,306A,20210821,08/21/2021,Oat,Post,130.2942564667644,-0.0260069001564917,-0.2051477845626139,-0.022702219570964,
306B_20210821,306B,20210821,08/21/2021,Oat,Fallow,138.33440670691718,-0.0115647228510317,-0.1807507605842667,-0.0111648851110595,
306C_20210821,306C,20210821,08/21/2021,Oat,Under,133.731305577524,0.007528593342379,-0.1551481663108841,0.0029329464845965,
307A_20210821,307A,20210821,08/21/2021,Oat,Post,130.89749804695035,-0.0141540071603804,-0.1819614002492495,-0.0136438078299539,
307B_20210821,307B,20210821,08/21/2021,Oat,Fallow,140.7345449876548,-0.0228680110117418,-0.1880119653177098,-0.0195233952688746,
307C_20210821,307C,20210821,08/21/2021,Oat,Under,130.92465568458007,0.0021745781329696,-0.1438127032047144,-0.0004666701425538,
308A_20210821,308A,20210821,08/21/2021,Oat,Post,125.90524393831257,-0.0200587423581453,-0.1840706041425888,-0.0187547496282667,
308B_20210821,308B,20210821,08/21/2021,Oat,Fallow,133.6101429584121,0.0003303540473415,-0.1457273186535199,-0.0034744184139117,
308C_20210821,308C,20210821,08/21/2021,Oat,Under,132.47359404536863,-0.0195101345605555,-0.1791908640849402,-0.0178797236979679,
309A_20210821,309A,20210821,08/21/2021,Oat,Post,125.5024521623394,-0.0316000482289222,-0.2397738144877518,-0.0271331941145358,
309B_20210821,309B,20210821,08/21/2021,Oat,Fallow,129.21050499594924,-0.0060433525185213,-0.2143013741871882,-0.0084117929840221,
309C_20210821,309C,20210821,08/21/2021,Oat,Under,131.67125653427723,-0.005333574395331,-0.2011666716457704,-0.0075114227729005,
310A_20210821,310A,20210821,08/21/2021,Oat,Post,122.51744844913392,-0.0694091570129127,-0.303896842101886,-0.0574872788814465,
310B_20210821,310B,20210821,08/21/2021,Oat,Fallow,127.14980252497976,-0.0285062089630964,-0.21927963441877,-0.0249029672349673,
310C_20210821,310C,20210821,08/21/2021,Oat,Under,126.53413858454536,-0.0155503840169111,-0.1909456981041654,-0.0153250566438631,
